Week,1
10/2/2011,4:15 PM,"DEN","GB",-13,"Fav","DEN","GB","GB","GB",,23,49,26,"Home",,"L","W",,,,,,,,,,,,,,,,,,,,,,,,,,"L","W","W","W",,1,"L",0,"",0,"",0,"",0,"",,0,"",0,"",0,"",1,"W",1,"W",1,"W",,"","","","","","","","","","","","","W","","","","","","","","","","","","","L","","","","","","",
10/2/2011,8:20 PM,"NYJ","BAL",-4,"Fav","BAL","NYJ","NYJ","BAL",,17,34,17,"Home",,"L","W",,,,,,,,,,,,,,,,,,,,,,,,,,"W","L","L","W",,0,"",0,"",0,"",0,"",0,"",,0,"",0,"",1,"W",1,"L",0,"",0,"",,"","","","","","","","","","","","","","","","","","","L","","","","","","","","","","","W","","",
10/3/2011,8:30 PM,"IND","TB",-10,"Fav","IND","TB","IND","IND",,17,24,7,"Home",,"W","L",,,,,,,,,,,,,,,,,,,,,,,,,,"W","L","W","W",,0,"",1,"L",0,"",0,"",0,"",,0,"",1,"W",1,"W",0,"",0,"",1,"W",,"","","","","","","L","","","","","","","","","","","","","","W","","","","","","","","","","","",
Week,5
10/9/2011,1:00 PM,"TEN","PIT",-6.5,"Fav","TEN","TEN","TEN","TEN",,17,38,21,"Home","Week 5","L","W","Week 5",,,,,,,,,,,,,,,,,,,,,,,,"Week 5","L","L","L","L","Week 5",0,"",0,"",0,"",0,"",1,"L","Week 5",1,"L",1,"L",1,"L",1,"L",1,"L",1,"L","Week 5","","","","","","","","","","","","","","","","","","","","","","","L","","","","","","W","","","","Week 5"
10/9/2011,1:00 PM,"SEA","NYG",-10,"Fav","NYG","SEA","SEA","NYG",,36,25,-11,"Away",,"W","L",,"Weekly Stats",,,,,,,,,,,,,,,,,,,,,,,,"L","W","W","L",,0,"",0,"",0,"",0,"",0,"",,0,"",0,"",1,"L",1,"W",0,"",0,"",,"L","","","","","","","","","W","","","","","","","","","","","","","","","","","","","","","","",
10/9/2011,1:00 PM,"CIN","JAC",-3,"Fav","CIN","JAC","JAC","CIN",,30,20,-10,"Away",,"W","L",,"David",,,,,,"Pinto",,,,,,"Nic",,,,,,"Nick",,,,,,"W","L","L","W",,0,"",0,"",0,"",0,"",0,"",,0,"",0,"",1,"W",1,"L",0,"",0,"",,"","","","","","","","","","","","","","","","","","","","","","","","L","","","","","","","","W",
10/9/2011,1:00 PM,"NO","CAR",7,"Dog","CAR","CAR","NO","CAR",,30,27,-3,"Away",,"L","W",,7,"-",5,"-",1,,6,"-",6,"-",1,,6,"-",6,"-",1,,5,"-",7,"-",1,,"W","W","L","W",,0,"",0,"",1,"L",0,"",0,"",,1,"W",0,"",1,"W",0,"",1,"W",0,"",,"","","","","L","W","","","","","","","","","","","","","","","","","","","","","","","","","","",
10/9/2011,1:00 PM,"OAK","HOU",-6,"Fav","OAK","HOU","HOU","OAK",,25,20,-5,"Away",,"W","L",,,,,,,,,,,,,,,,,,,,,,,,,,"W","L","L","W",,0,"",0,"",0,"",0,"",0,"",,0,"",0,"",1,"W",1,"L",0,"",0,"",,"","","","","","","","","","","","","","","","","","","","","","L","","","","","","W","","","","",
10/9/2011,1:00 PM,"PHL","BUF",3,"Dog","BUF","PHL","BUF","PHL",,24,31,7,"Home",,"L","W",,"Cummulative Stats",,,,,,,,,,,,,,,,,,,,,,,,"W","L","W","L",,0,"",0,"",0,"",0,"",0,"",,0,"",1,"W",0,"",0,"",1,"L",0,"",,"","","","L","","","","","","","","","","","","","","","","W","","","","","","","","","","","","",
